 Timestamp,FIT101,LIT101,AIT201,AIT202,AIT203,FIT201,DPIT301,FIT301,LIT301,AIT401,AIT402,FIT401,LIT401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,PIT501,PIT502,PIT503,FIT601
2015/12/23 16:12,2.525702,497.9212,253.9733,8.342605,332.2225,2.446032,19.71637,2.213368,838.0864,148.808,187.7467,1.7098,894.339275,7.834081,174.3912,254.9987,10.95873,1.722123,1.282183,0.7377012,0.3087468,252.5795,1.585878,191.6175,0.000128152
2015/12/23 16:13,2.449476,501.3755,253.9733,8.341643,332.0943,2.442188,19.86043,2.209525,844.0144,148.808,188.0287,1.711595,899.4725717,7.834081,174.7501,254.9346,10.95873,1.719687,1.276034,0.7374452,0.3089389,252.3552,1.585878,191.6175,0.000128152
2015/12/23 16:14,2.663741,497.9605,253.9733,8.345168,331.9662,2.444751,19.83802,2.213881,843.6539,148.808,187.9774,1.711595,903.813125,7.832799,174.5193,254.8385,11.07408,1.72161,1.292814,0.7397497,0.3084265,252.5634,1.585878,191.8899,0.000128152
2015/12/23 16:15,2.567979,498.196,253.9733,8.344848,332.1456,2.444366,19.8028,2.211575,846.8181,148.808,187.8749,1.713517,908.6708483,7.831518,174.7244,254.7744,11.07408,1.724686,1.259255,0.7387255,0.3084905,252.7237,1.601897,192.1302,0.000128152
2015/12/23 16:16,2.432181,502.3568,253.9733,8.341964,331.9662,2.440137,19.80601,2.216187,850.0225,148.808,188.2338,1.705315,913.82594,7.832479,174.7757,254.6142,11.07408,1.719046,1.281286,0.7396217,0.3084905,252.3552,1.601897,191.6015,0.000128152
2015/12/23 16:17,2.631393,500.0801,253.9733,8.344848,331.8893,2.443469,19.76759,2.216187,855.1093,148.808,188.1312,1.713004,917.7178833,7.831518,174.6732,254.5501,10.99718,1.719046,1.260407,0.7383414,0.3084905,252.7878,1.601897,191.9059,0.000128152
2015/12/23 16:18,2.594562,502.2783,253.9093,8.342605,331.7611,2.439881,0.03841475,0.1314416,861.558,148.808,187.9262,1.712107,922.4916683,7.832159,174.5193,254.486,10.99718,1.7202,1.262585,0.7378293,0.3086186,252.5474,1.601897,191.8258,0.5766187
2015/12/23 16:19,2.561573,503.2989,253.9093,8.341643,331.8123,2.439881,2.91632,0.388944,888.3139,148.808,188.2594,1.711595,912.2872467,7.832159,175.032,254.486,10.92028,1.723789,1.271679,0.7384694,0.3080421,252.948,1.601897,192.2103,0
2015/12/23 16:20,2.464849,506.2821,253.9093,8.340682,331.8123,2.442828,9.68692,2.244755,905.1766,148.808,188.0031,1.708263,892.2173833,7.829595,174.6732,254.3579,10.95873,1.719687,1.281286,0.7380853,0.3084905,252.4353,1.569859,191.7297,0.000128152
2015/12/23 16:21,2.652532,506.3606,253.9093,8.343566,331.7098,2.440137,19.64594,2.218621,908.3008,148.808,187.7211,1.7098,875.734425,7.830556,174.1605,254.486,10.95873,1.719559,1.288971,0.7383414,0.3084905,252.6756,1.601897,191.8258,0.000128152
2015/12/23 16:22,2.549723,507.5774,253.9093,8.341643,331.7098,2.447826,19.70037,2.218621,911.8255,148.808,187.7724,1.710698,877.2244333,7.829595,174.5193,256.4406,10.92028,1.719046,1.281927,0.7384694,0.31022,252.4193,1.601897,191.7297,0.000128152
2015/12/23 16:23,2.424815,507.9307,253.9093,8.341643,331.5816,2.440393,19.62994,2.214265,912.1059,148.808,187.6698,1.712876,882.2494233,7.830556,174.545,261.8239,11.07408,1.724942,1.273985,0.7396217,0.3086186,252.948,1.585878,192.2424,0.000128152
2015/12/23 16:24,2.625628,510.2859,253.9093,8.340362,331.5816,2.440137,19.73238,2.218749,917.8737,148.808,187.7467,1.707494,887.256475,7.832799,174.2117,261.0549,11.18944,1.716483,1.299603,0.7398778,0.3083624,252.5154,1.585878,191.7457,0.000128152
2015/12/23 16:25,2.618582,509.7363,253.9093,8.344848,331.4791,2.443469,19.7804,2.214521,919.636,148.808,188.1056,1.705187,892.1904667,7.830556,174.5193,260.2217,11.15099,1.719559,1.272064,0.7398778,0.3084265,252.8038,1.585878,192.2103,0.000128152
2015/12/23 16:26,2.482465,514.2896,253.9093,8.341643,331.4791,2.442444,19.63954,2.214137,923.1207,148.808,188.1569,1.711338,897.5538333,7.832799,174.8013,260.1577,11.18944,1.718277,1.279749,0.7392376,0.3097076,252.8999,1.585878,192.2904,0.000128152
2015/12/23 16:27,2.48791,512.0522,253.9093,8.341002,331.4791,2.445391,19.7804,2.214521,926.1248,148.808,188.1312,1.710698,902.117415,7.83312,174.5193,259.8052,11.18944,1.718021,1.262713,0.7396217,0.3083624,253.1082,1.585878,192.2904,0.000128152
2015/12/23 16:28,2.626589,511.7382,253.9093,8.340682,331.4535,2.444751,19.76759,2.218364,927.4866,148.808,188.4132,1.708134,906.7848017,7.832799,174.9039,259.4847,11.18944,1.719559,1.274241,0.7403899,0.3080421,253.0601,1.601897,192.3065,0.000128152
2015/12/23 16:29,2.535631,516.7626,253.9093,8.33908,331.4278,2.445007,19.76759,2.218108,931.3317,148.808,188.285,1.708134,912.2885033,7.829595,174.9808,259.4527,11.30479,1.716739,1.277828,0.7415421,0.3108606,252.9159,1.601897,192.0982,0.000128152
2015/12/23 16:30,2.423213,515.8597,253.9093,8.341643,331.1715,2.442956,19.68436,2.218108,933.775,148.808,188.2338,1.710185,916.0189683,7.829595,174.8013,259.1643,11.15099,1.718021,1.262073,0.7397497,0.3081703,253.4606,1.585878,192.7711,0.000128152
2015/12/23 16:31,2.621145,513.1513,253.9093,8.343886,331.2228,2.446545,19.76759,2.220414,938.8619,148.808,188.6183,1.710185,920.5870283,7.832479,174.9039,259.1002,11.18944,1.72161,1.288971,0.7385975,0.3086186,253.749,1.601897,192.8512,0.000128152
2015/12/23 16:32,2.601287,516.998,253.9093,8.337478,331.1202,2.443597,19.8028,2.219005,940.6642,148.808,188.4901,1.713004,926.1323917,7.830556,175.2371,258.8118,11.18944,1.722507,1.298322,0.7398778,0.3065048,253.5568,1.569859,192.8512,0.000128152
2015/12/23 16:33,2.457803,517.8224,253.9093,8.338439,331.1202,2.44206,19.84442,2.214009,943.0675,148.808,188.5158,1.711338,931.14523,7.830556,175.1859,258.7157,11.11254,1.716996,1.261944,0.7393656,0.3083624,253.2684,1.569859,192.5628,0.000128152
2015/12/23 16:34,2.578868,517.6653,253.9093,8.3394,331.1202,2.442188,19.91805,2.219133,946.4721,148.808,188.6952,1.70916,935.8792583,7.830877,175.1859,258.4914,11.15099,1.719175,1.302421,0.7400058,0.3086186,253.3165,1.601897,192.4987,0.000128152
2015/12/23 16:35,2.612818,523.9066,254.0054,8.335876,330.9921,2.445904,19.89244,2.221055,947.7137,148.808,188.7465,1.711595,941.669445,7.829916,175.3653,258.2351,10.99718,1.717252,1.249776,0.7397497,0.3084265,253.3165,1.585878,192.5468,0.000128152
2015/12/23 16:36,2.505845,520.0205,254.0054,8.338759,330.8383,2.443597,19.89884,2.218364,949.9568,148.808,188.567,1.710698,945.157655,7.829916,175.3909,258.0108,10.95873,1.719046,1.303446,0.7398778,0.3086186,253.8291,1.617916,192.9633,0.000128152
2015/12/23 16:37,2.420331,525.7907,254.0054,8.3394,330.9152,2.441675,19.85402,2.218108,952.9208,148.808,188.7721,1.709031,949.9929633,7.830556,175.2628,258.0108,11.15099,1.723661,1.263225,0.7396217,0.3080421,254.0054,1.601897,193.0915,0.000128152
2015/12/23 16:38,2.643564,522.4935,254.0054,8.340041,330.8383,2.440137,19.89884,2.217211,954.9635,148.808,188.7465,1.710954,955.4460417,7.828313,175.2884,257.8826,11.18944,1.717765,1.265531,0.7392376,0.3083624,253.5247,1.585878,192.691,0.000128152
2015/12/23 16:39,2.596804,524.4561,253.9093,8.341643,330.7101,2.440521,19.97247,2.218749,959.7299,148.808,188.4901,1.707237,959.2873583,7.827672,175.3909,257.434,10.95873,1.718918,1.277315,0.7397497,0.3081703,253.5888,1.585878,192.8031,0.000128152
2015/12/23 16:40,2.480223,526.3795,254.0054,8.340362,330.5563,2.445904,19.91805,2.21798,961.3721,148.808,188.9259,1.708134,964.6866133,7.828954,175.2884,257.4019,11.26634,1.718021,1.281927,0.741286,0.3086827,253.5247,1.601897,192.6429,0.000128152
2015/12/23 16:41,2.550364,528.3813,254.0054,8.341964,330.6075,2.440137,19.92445,2.216443,963.1745,148.808,188.9259,1.709544,968.8688667,7.828954,175.1859,257.4019,11.07408,1.717893,1.291918,0.7400058,0.3083624,253.9413,1.601897,193.0114,0.000128152
2015/12/23 16:42,2.612818,528.5384,254.0054,8.345809,330.4794,2.440906,19.90204,2.220286,966.9796,148.808,188.6952,1.706597,974.9705267,7.828954,175.3909,257.2738,11.07408,1.71597,1.281927,0.7415421,0.3100278,253.5888,1.601897,192.8031,0.000128152
2015/12/23 16:43,2.478301,527.0468,254.0054,8.344848,330.4794,2.443469,19.97567,2.218493,969.463,148.808,188.9259,1.711595,979.6943167,7.829275,175.3653,257.1136,11.07408,1.719559,1.273857,0.7416701,0.3083624,253.9894,1.585878,193.1075,0.000128152
2015/12/23 16:44,2.561893,526.8898,254.0054,8.342284,330.3512,2.444751,19.91485,2.218621,972.6673,148.808,189.1566,1.706468,984.3591233,7.829275,175.1089,256.9213,11.11254,1.717893,1.256437,0.7415421,0.3084905,253.701,1.585878,192.707,0.000128152
2015/12/23 16:45,2.611216,529.2449,254.0054,8.342605,330.3256,2.442444,19.96607,2.219133,974.2294,148.808,188.8234,1.706981,989.2995483,7.829275,175.314,256.9213,11.07408,1.715842,1.264891,0.741286,0.3084265,253.6048,1.585878,192.691,0.000128152
2015/12/23 16:46,2.48823,532.5029,254.0054,8.345489,330.223,2.443725,20.02369,2.216058,977.4337,148.808,189.0797,1.70916,993.2933983,7.828313,175.5447,256.9533,10.95873,1.716355,1.269758,0.7398778,0.3084905,254.1015,1.585878,193.0915,0.000128152
2015/12/23 16:47,2.486308,533.0524,254.0054,8.343566,330.0948,2.445007,2.381715,0,988.8491,148.8128,189.0285,1.708391,998.16137,7.828954,175.1859,256.6009,10.95873,1.717252,1.289868,0.7415421,0.3086186,253.717,1.585878,192.7871,0.000128152
2015/12/23 16:48,2.628511,548.2433,254.0695,8.409254,319.1746,0,2.378513,0,1010.118,148.8128,188.8746,1.710441,985.4486117,7.828954,175.2371,256.697,10.76647,1.720328,1.285513,0.7415421,0.3084265,254.1816,1.601897,193.2838,0.000128152
2015/12/23 16:49,2.535631,576.2305,254.1656,8.411177,316.6111,0,2.378513,0,1010.678,148.8128,188.8234,1.706468,965.804285,7.828954,175.2628,256.3125,10.92028,1.716739,1.259255,0.7417982,0.3083624,253.749,1.569859,192.9794,0.000128152
2015/12/23 16:50,2.427377,608.4963,254.1656,8.406691,317.1494,0,2.378513,0,1010.238,148.8128,188.6952,1.706212,946.4368117,7.826391,175.0577,256.5368,10.92028,1.718277,1.273345,0.741286,0.3084265,253.6689,1.585878,192.707,0.000128152
2015/12/23 16:51,2.675271,632.5975,254.2938,8.407972,317.7647,0,2.378513,0,1010.518,148.8128,188.3876,1.703905,926.844405,7.826391,174.7501,256.5368,10.92028,1.717637,1.271679,0.7415421,0.3084265,253.9894,1.585878,193.0274,0.000128152
2015/12/23 16:52,2.573744,661.5267,254.2297,8.413099,318.4055,0,2.378513,0.000384332,1010.238,148.8032,188.285,1.706853,906.8732383,7.826391,174.7501,256.5688,10.95873,1.718021,1.270783,0.7416701,0.3100278,253.8612,1.585878,193.0274,0.000128152
2015/12/23 16:53,2.460366,693.0859,254.2938,8.409575,319.1489,0,2.372111,0.000256221,1010.158,148.8128,188.0544,1.709544,886.5271767,7.826391,174.4168,256.6009,10.88183,1.718277,1.263225,0.7423103,0.3084905,254.0374,1.665972,193.0915,0.000128152
2015/12/23 16:54,2.61538,723.5461,254.1976,8.412138,319.6616,0,2.372111,0.000256221,1010.839,148.8128,187.5417,1.708263,866.0772883,7.826391,173.8272,256.4406,10.76647,1.715073,1.254771,0.7396217,0.3084905,253.4606,1.569859,192.691,0.000128152
2015/12/23 16:55,2.614099,751.5726,254.1976,8.414061,320.2512,0,2.372111,0.000256221,1010.678,148.8128,187.8493,1.701342,845.9516833,7.826391,174.0323,256.6329,10.92028,1.710972,1.260664,0.741286,0.3102841,253.2684,1.585878,192.4186,0.000128152
2015/12/23 16:56,2.471575,781.0906,254.3899,8.415342,320.7383,0,2.378513,0.000256221,1010.919,148.8128,187.516,1.703137,825.8824767,7.826711,173.5196,256.6009,10.80492,1.712638,1.25823,0.7398778,0.3108606,253.1883,1.585878,192.5628,0.000128152
2015/12/23 16:57,0,807.9395,254.2297,8.411497,321.1997,0,7.141943,0.7075553,1010.678,148.8128,187.3366,1.702752,805.1973833,7.826711,173.2633,256.5688,10.80492,1.712766,1.280902,0.7391096,0.3105403,253.2844,1.617916,192.4186,0.000128152
2015/12/23 16:58,0,812.4536,254.2297,8.409895,321.5842,0,19.85082,2.222464,987.2869,148.8128,187.3366,1.703649,785.6684117,7.826711,173.212,256.5688,10.92028,1.715329,1.28167,0.7398778,0.3105403,253.4767,1.601897,192.6269,0.000128152
2015/12/23 16:59,0,811.5508,254.2297,8.409895,322.1994,0,19.87963,2.221823,959.6097,148.8128,187.3366,1.701342,780.5383233,7.826391,173.0069,256.729,10.95873,1.712638,1.28167,0.7416701,0.3088108,253.2684,1.601897,192.4667,0.000128152
2015/12/23 17:00,0,812.2181,254.2938,8.413099,322.7378,0,19.91805,2.217852,934.9366,148.8128,187.4135,1.7057,785.0057633,7.826711,173.0582,256.4406,10.95873,1.717893,1.244908,0.7398778,0.3084265,253.9894,1.585878,193.1075,0.000128152
2015/12/23 17:01,0,811.9825,254.2938,8.412779,323.1736,0,19.92445,2.218364,908.1005,148.8128,187.798,1.709672,791.2080167,7.826391,173.5196,256.2164,10.76647,1.71738,1.26963,0.7396217,0.3086827,254.0695,1.585878,193.1396,0.000128152
2015/12/23 17:02,0,811.9433,254.2938,8.410856,323.6606,0,19.95646,2.221823,882.5461,148.8128,187.7724,1.705059,795.221745,7.826391,173.5709,256.0882,10.80492,1.713791,1.262969,0.7416701,0.3086827,253.7651,1.569859,192.8832,0.000128152
2015/12/23 17:03,0,812.1396,254.2938,8.414701,323.9169,0,19.96607,2.218364,854.8289,148.8128,187.7724,1.705187,801.261215,7.826711,173.5709,255.96,10.99718,1.716739,1.276419,0.7402619,0.3089389,253.7811,1.585878,192.9794,0.000128152
2015/12/23 17:04,0,811.3545,254.2938,8.414061,324.3784,0,19.88284,2.216571,828.3934,148.8128,188.3107,1.708775,806.4438617,7.82575,173.9554,255.7677,10.88183,1.716098,1.261688,0.7397497,0.3084265,254.0855,1.585878,193.2197,0.000128152
2015/12/23 17:05,0,812.1788,254.2938,8.414061,324.7885,0,19.99488,2.214521,801.3571,148.8128,188.3876,1.70634,811.7847967,7.82575,174.1092,255.5114,10.88183,1.716483,1.275778,0.7398778,0.3106684,254.0374,1.585878,193.2197,0.000128152
2015/12/23 17:06,0,793.0235,254.5181,8.340362,338.8875,2.46974,19.91485,2.21593,791.1833,148.8128,188.1825,1.708775,816.5867783,7.823186,174.2374,255.4153,10.80492,1.716483,1.288843,0.7397497,0.3093233,254.47,1.585878,193.4921,0.000128152
2015/12/23 17:07,0,764.369,254.2297,8.341964,337.2725,2.467305,19.86043,2.215546,794.668,148.8128,188.567,1.708519,821.84312,7.822866,174.2374,255.4794,10.80492,1.71738,1.267196,0.7435906,0.3082983,254.3258,1.585878,193.1716,0.000128152
2015/12/23 17:08,0,735.5182,254.2297,8.341964,336.8367,2.469228,19.97567,2.218493,797.2715,148.8128,188.567,1.704034,825.38515,7.822866,174.5193,255.191,10.80492,1.718406,1.274241,0.7415421,0.3084905,254.1816,1.585878,193.1716,0.000128152
2015/12/23 17:09,0,707.3347,254.1336,8.340362,336.1959,2.457822,19.90204,2.218108,799.074,148.8128,188.5414,1.707237,830.5159,7.822866,174.4168,255.191,10.80492,1.71456,1.266171,0.74103,0.3087468,254.3098,1.585878,193.4921,0.000128152
2015/12/23 17:10,0,677.3063,254.0695,8.341002,335.9139,2.458206,19.87003,2.214521,804.5613,148.8128,189.0028,1.703265,836.5393517,7.824789,174.7244,254.9667,10.76647,1.715458,1.290252,0.7417982,0.3104122,254.0695,1.585878,193.0274,0.000128152
2015/12/23 17:11,0,649.5546,253.9733,8.342284,335.5294,2.456412,19.82201,2.212856,807.0046,148.8128,189.0541,1.708775,840.7466,7.822546,175.032,254.8385,10.76647,1.718277,1.268093,0.7421823,0.3091311,254.2297,1.601897,193.2037,0.000128152
2015/12/23 17:12,0,620.6254,254.0695,8.341643,335.0936,2.451671,19.86683,2.213624,810.6495,148.8128,188.7977,1.708263,846.5072983,7.822546,174.8013,254.8385,10.76647,1.716611,1.280902,0.7396217,0.3084905,254.1816,1.601897,193.2037,0.000128152
2015/12/23 17:13,0,591.4213,254.0695,8.341002,334.9141,2.45244,19.84442,2.214521,812.1716,148.8128,189.0797,1.708903,851.6438133,7.822546,175.1089,254.8065,10.72802,1.718021,1.281927,0.7415421,0.3084265,254.3418,1.601897,193.2998,0.000128152
2015/12/23 17:14,0,561.6677,254.1336,8.337798,334.6578,2.448595,19.83802,2.214009,815.7764,148.8128,189.0797,1.708903,855.9452817,7.822546,175.314,254.6783,10.68957,1.714817,1.259895,0.7402619,0.3083624,254.4059,1.601897,193.428,0.000128152
2015/12/23 17:15,0,534.0338,254.1656,8.340362,334.504,2.447442,19.80601,2.215802,818.1796,148.8128,189.131,1.704546,860.9574433,7.823186,175.0577,254.6142,10.76647,1.716996,1.282183,0.741286,0.3106043,254.1496,1.537821,193.1716,0.000128152
2015/12/23 17:16,0,501.925,254.0374,8.335555,334.2989,2.448851,19.94366,2.214649,825.3893,148.8128,189.413,1.702368,865.465255,7.822866,175.2884,254.486,10.80492,1.715329,1.27296,0.741286,0.3096435,254.0214,1.537821,193.0435,0.000128152
2015/12/23 17:17,2.621785,489.7959,254.1336,8.341643,334.1707,2.443341,19.93085,2.214009,825.9902,148.8128,189.3361,1.70634,870.46656,7.822866,175.4422,254.3579,10.61266,1.715458,1.261944,0.7415421,0.3092592,254.3098,1.585878,193.1396,0.000128152
2015/12/23 17:18,2.527303,494.781,254.1336,8.341643,334.0425,2.442828,19.92445,2.21324,827.2719,148.8128,189.2592,1.707494,876.07537,7.822866,175.3909,254.2938,10.88183,1.71456,1.271295,0.741286,0.3086186,254.3258,1.585878,193.3318,0.000128152
2015/12/23 17:19,2.428018,497.0184,254.1336,8.3394,333.9144,2.446545,19.88604,2.2126,830.356,148.8128,189.5668,1.703008,880.3870867,7.821905,175.3653,254.2297,10.68957,1.71738,1.286666,0.7397497,0.3084905,254.2778,1.585878,193.3799,0.000128152
2015/12/23 17:20,2.621785,497.2539,254.3899,8.333953,333.6581,2.447442,19.88284,2.212087,834.802,148.8128,189.6949,1.709031,886.2022467,7.821905,175.5191,254.0374,10.53576,1.716611,1.254643,0.7415421,0.3081703,254.502,1.537821,193.4921,0.000128152
2015/12/23 17:21,2.620504,497.568,254.1656,8.331389,333.6837,2.442956,19.87643,2.216443,836.6845,148.8128,189.2848,1.703777,890.6261183,7.824789,175.4935,254.0374,10.68957,1.718277,1.271295,0.7417982,0.3083624,254.47,1.521802,193.3799,0.000128152
2015/12/23 17:22,2.52346,497.9998,254.0054,8.334273,333.5555,2.445904,19.93406,2.21593,839.8087,148.8128,189.6949,1.708775,894.5597283,7.824468,175.5704,253.8131,10.53576,1.715201,1.289356,0.741286,0.3084265,254.5822,1.601897,193.5882,0.000128152
2015/12/23 17:23,2.434423,500.1194,254.0054,8.335235,333.5555,2.449364,19.91805,2.213881,843.694,148.8128,189.6437,1.706212,899.5808733,7.825109,175.8267,253.685,10.61266,1.713151,1.273216,0.7396217,0.3084905,254.5661,1.601897,193.428,0.000128152
2015/12/23 17:24,2.589757,501.1007,253.9733,8.330428,333.3761,2.449749,19.92445,2.21798,845.3362,148.8128,189.5668,1.706853,903.8080017,7.825109,175.6729,253.6529,10.61266,1.715201,1.254259,0.7415421,0.3086827,254.3899,1.585878,193.3318,0.000128152
2015/12/23 17:25,2.621785,504.3194,253.8452,8.332351,333.171,2.448851,19.91805,2.21798,849.702,148.8128,189.9769,1.708903,909.7116033,7.825109,175.9292,253.5888,10.61266,1.714432,1.271551,0.7393656,0.3084265,254.5982,1.585878,193.6523,0.000128152
2015/12/23 17:26,2.543958,503.8484,253.6529,8.333632,332.9659,2.452055,19.95006,2.217852,849.8222,148.8128,189.7975,1.711595,914.0701083,7.826391,175.8267,253.4286,10.57421,1.717124,1.300756,0.7415421,0.3072735,255.239,1.585878,194.0047,0.000128152
2015/12/23 17:27,2.428658,505.4578,253.6529,8.332671,332.8634,2.448595,19.94686,2.215418,856.1507,148.8128,189.7206,1.710441,919.9916717,7.826391,175.8267,253.3966,10.57421,1.719559,1.26758,0.7396217,0.3068251,255.3031,1.585878,194.0688,0.000128152
2015/12/23 17:28,2.632034,505.497,253.5888,8.334594,332.7608,2.45244,0.03201229,0.1569356,863.08,148.8128,189.9513,1.708519,924.2880017,7.829595,175.9292,253.3645,10.57421,1.718277,1.30178,0.7417982,0.3086186,254.9507,1.585878,193.8285,0.5080575
2015/12/23 17:29,2.61602,507.3812,253.5247,8.334594,332.7096,2.449236,2.961137,0.3865099,889.115,148.8128,189.7206,1.709544,914.6289417,7.826391,175.9036,253.2363,10.57421,1.717765,1.263225,0.7415421,0.3081703,254.9026,1.585878,193.9407,0.000448531
2015/12/23 17:30,2.496237,508.127,253.5247,8.336837,332.5301,2.449749,9.613292,2.218621,908.7814,148.8128,189.4642,1.701983,894.608435,7.823507,175.5191,253.2363,10.57421,1.713407,1.28436,0.7415421,0.3084265,254.47,1.489764,193.46,0.000128152
2015/12/23 17:31,2.431861,506.3606,253.5247,8.334594,332.3507,2.448211,19.69076,2.216187,911.1046,148.8128,189.5668,1.709416,877.0456317,7.826391,175.314,253.3645,10.57421,1.716483,1.272704,0.741286,0.3108606,254.9507,1.665972,193.7484,0.000128152
2015/12/23 17:32,2.666624,510.3643,253.4286,8.333953,332.5045,2.444623,19.75479,2.218749,912.1059,148.8128,189.1566,1.704418,878.686865,7.825109,175.4166,255.928,10.53576,1.715329,1.272064,0.741158,0.3084905,254.3579,1.585878,193.2998,0.000128152
2015/12/23 17:33,2.553246,506.9886,253.2363,8.329787,332.2738,2.445904,19.65875,2.216187,916.8322,148.8128,189.0797,1.704546,883.260705,7.825109,175.4422,262.7852,10.61266,1.713279,1.271295,0.741286,0.3081703,254.5661,1.569859,193.5241,0.000128152
2015/12/23 17:34,2.450758,511.7775,253.3645,8.33203,332.1969,2.445391,19.81881,2.217724,919.4758,148.8128,189.9513,1.704418,888.9925683,7.831197,175.5447,260.1577,10.76647,1.710715,1.262073,0.7416701,0.3084905,254.6623,1.585878,193.6523,0.000128152
2015/12/23 17:35,2.587195,510.2859,253.3645,8.331069,332.1456,2.448723,19.72598,2.213624,923.7215,148.8128,189.9,1.706468,893.8227533,7.831197,175.878,259.4207,10.76647,1.717252,1.261176,0.7435906,0.3084905,254.8705,1.585878,193.8926,0.000128152
2015/12/23 17:36,2.622105,511.9345,253.2684,8.331069,332.0174,2.448595,19.67476,2.212343,925.7242,148.8128,189.7206,1.70634,898.78235,7.831197,176.0318,258.972,10.76647,1.715201,1.282183,0.7424383,0.3102841,255.0308,1.569859,193.9407,0.000128152
2015/12/23 17:37,2.513211,515.0747,253.2684,8.337798,332.2225,2.442828,19.8028,2.218493,926.6054,148.8128,190.0538,1.702496,902.6621483,7.829916,175.878,258.8118,10.88183,1.713407,1.251057,0.7415421,0.3106043,254.7103,1.569859,193.6683,0.000128152
2015/12/23 17:38,2.479903,514.6429,253.2363,8.327225,331.9662,2.447314,19.7964,2.21593,930.3304,148.8128,189.8488,1.704546,908.8579883,7.829595,175.9549,258.6837,10.80492,1.712894,1.254643,0.7415421,0.3083624,254.7263,1.569859,193.6042,0.000128152
2015/12/23 17:39,2.666944,514.5251,253.2363,8.329146,331.7354,2.446288,19.81881,2.215546,934.2557,148.808,189.7719,1.708519,913.57151,7.829595,175.7498,258.4914,10.80492,1.715073,1.263353,0.7406459,0.3083624,255.1269,1.521802,194.0688,0.000128152
